entity1,text,label
ChemicalSubstance,What currencies are prevalent in the countries governed by the President of France,1
Location,Where was the contestant Kiri born,1
Person,Who is the head of state of Erich Honecker,1
Family,What is the order of George Frisbie Hoar,0
Person,What is the american football league whose champion is from Kansas City Missouri,0
Agent,Tell me chartered company whose name has the word company in it,1
Lake,When did Takeshi Inoue lose their employment,0
MeanOfTransportation,Who is the songwriter of Die Fledermaus whose artistic genre is classical music,0
State,Give me all female German chancellors,1
Name,Who is Calvinism named for,0
Library,What is the lake with the smallest surface area that has the highest relative chemical pollution,0
Book,List all the presidents of the school which had atleast one of the president as Queen Noor of Jordan ,1
NationalAnthem,What is the adjacent station for Oregon City,1
Place,In what mountain range is Mt Anhui located,1
Department,Which country has the currency Japanese yen,0
PopulatedPlace,Who is the chancellor of the university which affiliates the Dartington College of Arts,1
Location,Who replaced Peter Damian as the cardinalbishop,1
Family,Tell me  tournament whose name has the word  weltklasse in it,0
Award,DC3 is operated by which airline,1
University,To which senator did military unit VMF155 belong,1
ChemicalSubstance,Name the Austrian election with the oldest candidates like Die Grunen,1
Department,Who is actress at part of series You Give Lunch a Bad Name ,0
BaseballTeam,What is the science award with the highest prize money whose country is United States of America ,0
Company,What appliance Sony made after the success of PlayStation 2,1
CelestialBody,Where did John Flynn Minister of New South Wales deceased at,0
Game,What came before  PlayStation 4 and uses PlayStation 3 system software as OS,1
Biomolecule,What country is H??meenlinna in the city Jean Sibelius was born in,1
Architect,What famous politician died in the Petersen House,0
Family,What are the citystate which start with the letter vulci,0
Architect,What did John Rawls ask Immanuel,0
Flag,Which is the hotel designed by architect Frank Gehry,0
Family,Which county seat  is in the Indian reserve of of A Capela ,0
Department,What is the economic union for ASEAN,0
Agent,Who was the prime minister of Victor Hope 2nd Marquess of Linlithgow and also the editor of British Gazette ,1
Person,What birthplace of Eero J??rnefelt is in the County of Viborg and Nyslott rural city,1
PopulatedPlace,Which city is the death location of Heshen which is also the sister city of Mexico City,1
Flag,JPEG reads in what format,0
Department,Where in France is sparkling wine produced,0
Star,Which scientist is known for anthrax and has Karl Ewald Hasse as his academic advisor ,0
Type,In which countries does the sea lie on whose shore is the city of Cumana,0
Organisation,TELL ME INTERNATIONAL ORGANIZATION WHICH START WITH THE LETTER W,1
Work,What is the country of origin and language of work of Catch22,1
PoliticalParty,When did Takeshi Inoue lose their employment,0
Company,Which is the automobile marque for the business division of Ford Motor Company,1
PopulatedPlace,What is the taxon source of the corals body,1
Agent,Where is Jane Goodalls work located,1
SportsTeam,Name the ancient civilization that gave us the public holiday Saturnalia that starts a A,1
SkiResort,William Shakespeare is the famous for writings in the Sonnet 72,0
Person,What is the country where Sergei Ovchinnikov the volleyball player die and Gumus was first aired ,1
SkiResort,What is the basin country of Sikkim,0
SocietalEvent,Name the console whose successor is PlayStation 4 and predecessor is PlayStation 2,1
EthnicGroup,which ensemble starts with the letter u,1
FictionalCharacter,Who gave theproduct of of series of Honda RC174 ,1
Agent,What is language is spoken by the Gujarati people,1
Location,which series of jeremiah that of judaism,1
Place,Who was the goddess Artemis,1
Agent,What medals are the leader of Alfredo Di Stefano,1
Department,Erik Jendresen is writer and Play tone is company of which TV show ,0
Family,What moon orbits Ursa Major I Dwarf,0
Agent,Name the type of work done by Robert Frost for which he has received award as Pulitzer Prize for Poetry,1
MeanOfTransportation,What games can be played in schools founded by Fr Orlando,0
University,What is main topic of history of Afghanistan which has governor is Mohammed Nadir Shah ,1
Place,List the books by the authors buried in the Convent of the Barefoot Trinitarians,1
SkiResort,Who is born in of George Santayana where the partner city is in San Juan,0
ArchitecturalStructure,Which is the author of afterword of Erich Fromm,1
Person,What is the draft team of Gene Conley ,1
Person,Who is the partner of James Joyce,1
Family,Which is the main subject for history of religions,0
Bridge,Which artists were born on the same date as Rachel Stevens,1
PopulatedPlace,Who is the artist of Saturday Fever The Original Movie Sound Track whose discography link is Bee Gees discography link,1
Lake,Name the office holder whose final resting place is North Bend and was part of Siege of fort recovery conflict ,1
CelestialBody,What is  the birthplace of Harald zur Hausen that has a partner city which is in Campo Grande,1
Person,Who was the horse of Napoleon,1
Settlement,Who developed the Enterprise Application Server,1
Place,Where was Bronislaw malinowski educated who is interested in ethnology,1
Place,Lactobacillus belongs to which taxon,1
SkiResort,In which wars were people from the Saudi Arabian ministry of defense involved,0
PersonFunction,WHO STUDIED THE SUBITEM OF ENGINEERING ETHICS,1
University,What position did John Foster Dulles hold and when,1
Location,Who has kids with Kanye West whose brotherinlaw is Kris Jenner,1
Settlement,Which shows theme music was composed by Primus and voiced by Isaac Hayes,1
Website,Who is member of coined K??ppen climate classification ,0
Department,How has John Russell Viscount Amberley influenced children,0
Flag,Name the origin of Henry Cluney ,0
Street,Who is the secretary general of Kuomintang,0
Settlement,Who is graduated from Georges Dum??zil whose parent company is Centre de Recherches sur la Pens??e Antique,1
Family,What diplomatic ties exist between China and Eritrea,0
Location,What is the label of Rick Astley whose owner is Sony Corporation of America,1
Location,Tell me about the unitary state that contains the administrative territorial entity of Sofia,1
CelestialBody,What is Oracle Corporations public company of its parent organization,0
PopulatedPlace,Who is the human for relative of Joseph Conrad,1
EducationalInstitution,What is the sex of the biological sibling of Frederick William III of Prussia,1
CelestialBody,What is the nationality of Aishath Saffa ,0
State,What is the island nation with the lowest marriageable age whose member of is United Nations Educational Scientific and Cultural Organization,1
Person,Who or what is the owner of Deutsche Bank,1
University,tell me the school to which Cyril Hume went,1
Place,Which war cemetery has the least memorial based burials,1
Location,Give me all Swedish holidays,1
Species,Name the common nationality of Georgina Theodora Wood and akwasi Oppong Fosu ,0
Location,What is the played by of the before was of The Wiggles Movie Soundtrack ,0
Location,The Indianapolis 500 is held at which race track,1
TopicalConcept,Who was the opponent of Robert Carr 1st Earl of Somerset ,0
Organisation,Who was in the missions of Apollo 11 and Gemini 8,1
Organisation,WHO IS THE SUCCESSOR OF GAMESA SECTOR,1
Website,What railway company operates the Gotthard Base Tunnel,0
SpaceMission,Name the country maintaining the diplomatic relationship with Soviet Union,1
PoliticalParty,To which books Thomas Egerton an editor,0
Stream,Which band produced the album Aida,1
AcademicSubject,Who is the film director of The Powerpuff Girls whose forename is Gennadi ,1
Media,Through which label has Katy B released her singles,1
Play,What treatment is given for signs of hydrogen fluoride exposure,0
TelevisionShow,Name the founders of the record labels whose one of the founders is Frank Rogers ,1
Agent,What are the American football team which start with the letter vikings,1
CelestialBody,Which are the cities on the river which also flows in Tukwila Washington ,0
Place,What countries are part of the European Union,1
PopulatedPlace,What is Czechoslovakias national anthem,1
Type,What is the order of of the highest taxon of Liliacaea,0
Scientist,What is the longest river in China,1
State,Which star is part of the constellation WASP13b,1
MotorsportRacer,In which city is the headquarter of Air China,1
University,what is the silent short film with the highest duration,1
Family,Which race is the  Best Mate is also the race of the Martin Molony,0
Mayor,Who was on the Apollo 11 mission,0
Zoo,Which are the television show which have been created by Donald Wilson,0
Agent,Name the most soluble flammable liquid that contains chlorine,1
Game,Where was the actress from Frasier born,1
HorseRace,Name the Artist of Madagascar Operation Penguin ,0
Location,What college down shares a border with Munich,0
Agent,What is the mascot of Georgetown University,1
CelestialBody,What is the parent university of Purdue University,0
Place,Which rivers originate from Dowra,1
SkiResort,Which producer of  the Eristoff is also the  distributor of  Bombay Sapphire,0
TimePeriod,What is the capital of the Austrian Empire,0
Agent,Who is the producer and executive producer of Full Metal Jacket,1
CollegeCoach,how many records were held for  sports event of  kamal ziani,0
EducationalInstitution,Who gave theaffiliate of of plays for of Amauri Sanit ,1
ChemicalSubstance,What is the parent company of Viktor Yanukovychs  political party,0
Activity,Which parent organization of Get TV also owns the Galleria ,0
Family,To which senator did military unit VMF155 belong,0
EthnicGroup,Which american football team is owned by Mark davis and is located in Oco Colliseum ,1
Family,Who is the mayor of Tel Aviv,0
Place,Who are some basketball players who played for Phoenix Suns,1
Organisation,Who are the alumnus of Chris Burden whose Carnegie Classification of Institutions of Higher Education is exclusively undergraduate fouryear,1
Organisation,What are the private university which start with the letter university,1
Agent,What is Auvergnes Wikimedia portals main topic,1
Person,Where does Shirley Chisholm work that is bordered by Arlington County,1
Location,What was the position when Joaquim Chissano replaced as the Chairperson of the African Union ,0
RailwayLine,List the successor of successor of Hayden Stone  Co,0
Place,Tell me which is the athletic conference which contains the word north in its name,1
Person,What is difference from Tsardom of Russiathat the official language is Nogai,1
SkiResort,where and what did Jodie Foster studied,0
SkiResort,In which companies boards do the writers of Wikitionary belong,0
Architect,The National Aeronautics and Space Administration is an organization from which federal government,0
WrittenWork,Which disease has the highest maximal incubation period in humans,1
Location,What is the work by teacher Jesus Christ,1
Museum,Give the name of the hill with the highest isolation whose is at a high range,1
City,Which party won both the general electoin and the andhra pradesh election in 2004,0
Website,Name a basketball player with teams as Chicago Bulls and Phoenix Suns,0
ChemicalSubstance,What is applied to jurisdiction in National Peoples Congress which is confused with China,0
State,What is the strain with the lowest maximum viable temperature whose biosafety level is biosafety level 1,1
Award,who  is favorite player of musical artist  A Collection 1984?€?1989 ,1
TopicalConcept,What is in the category of Don Quixote,1
CelestialBody,What is the main tourist attraction for the religion of the Russian Orthodox Church,0
Department,What is the nationality of the entomologist who is a renowned authority of Smerinthus saliceti ,0
Location,Who all did their high school in Denbigh high School,1
Non-ProfitOrganisation,Tell me the essential medicine for the pregnancy category of the Australian pregnancy category D that contains the word warfarin in its name,1
City,What is character role of Turandot ,1
Artist,Those pledging allegiance to Ayman alZawahiri are part of what organization,1
Location,Tell me me a war deity whose name consist of the word wadjet and whoseworshipped by religion of ancient Egypt,1
Department,Who established label of Super Junior ,0
TopicalConcept,Tell me highly urbanized city whose name has the word valenzuela in it,1
PopulatedPlace,What are the music genre which start with the letter s,1
Agent,Who is the occupant of Liberal International,1
Stream,what does the cahora bassa flow into,1
Agent,Which televion shows theme music was given by Ron Grainer and is broadcasted by BBC HD ,1
Person,Name a United States Supreme Court decision that applies to the jurisdiction of the United States of America that contains the word united in its name,1
CelestialBody,Which jointstock company has the highest number of subscribers,0
WrittenWork,What is a tributary of the Madeira River,1
RouteOfTransportation,Where along Kaluga Oblast did Mikhail Skobelev die,1
Media,What is on shore of Olympic Peninsula whose tributary is Maria Linda River,0
HockeyTeam,Who operates Liverpool Playhouse ,1
City,Where is the residence and the occupation of AdrienBrody ,1
Flag,Name the river whose source place is Gloucestershire and mouth place is SouthendonSea ,0
MilitaryUnit,what is the due to of the death cause of Edwin Kagin,1
Disease,What is the name of a tournament that starts with the letter w,0
Artist,Where is University of Colorado Boulders administrative territorial entity,1
SkiResort,Where is the work location of Theresa May whose twin town is Shanghai,0
Agent,what are the constellation which starts with v,1
Award,What company is the distributor of Bombay Sapphire,1
SkiResort,The history of Azerbaijan which contains the Masally District falls under which topic,0
River,List the junctions which lie on US Route 59 in Texas and US Route 59 ,1
Place,Name the members of youth clubs which have Camp Nou as their homeground,1
CelestialBody,Tell me me a economic union whose name consist of the word european and whose executive body european commission,0
City,Who employs the astronaut Gus Grissom,1
Department,What automobile engines successor is BMW M40,0
ProgrammingLanguage,Who was the stepparent of Napolean,0
Activity,Which  reservoir created for  Lake Volta ,1
Place,Who was the head of the Inca Empire,1
Surfer,WHo gave the lyrcis of Doonesbury ,0
TopicalConcept,Who is the film director of The Powerpuff Girls whose forename is Gennadi ,1
Agent,Who is the head of country or state,1
Family,Name an athlete competing in long jump,0
Person,Which education center Sidney Catlin Partrodge attended which was also the alma mater of Lisa Brummel ,1
Architect,What is the category for recipients for the Noble Prize,0
Aircraft,who subsidiary company of label of deep purple ,1
University,What is the musical score of Ave Verum Corpus that has a career in music pedagogue,0
Street,Which person is know for Taj Mahal,0
Place,Name the arch bridge with maximum clearance,1
PopulatedPlace,What edition of the Iliad is French,1
PopulatedPlace,Who is the spouse of the bride,1
Family,Who is the builder of Estadio Nacional de Costa Rica 2011 ,0
BaseballTeam,Who are the four youngest MVP basketball players,0
Organisation,Name the ancient civilization that gave us the public holiday Saturnalia that starts a A,1
Flag,Where has Thelonious Monk studied,0
State,Who is the publisher for Julius Streicher,1
Agent,Which is the state and country of the Watergate scandal,1
Agent,Who replaced Benazir Bhutto as Prime Minister of Pakistan,1
Work,Name the members of youth clubs which have Camp Nou as their homeground,0
PoliticalParty,UEM group have made bridges crossing over what,0
City,The executive branch of the Government of Islamic Republic of Iran is in what village of the Hormozgan Province,1
Agent,What is the musical based on the book The Count of Monte Cristo,1
Work,Which is the zenith of the jurisdiction of Citizens United v Federal Election Commission,1
PeriodicalLiterature,Which is the magazine founded by Oprah Winfrey,1
Architect,Which association and team does Lionel Messi play for,0
Location,Who is the lead singer for Nirvana,1
FictionalCharacter,Which artist was taught by Jos Ruiz y Blasco,1
State,What city is the twin city of Oslo and also the setting for A Tree Grows in Brooklyn,1
Activity,Which politicians died in cities built by the Roman emperor Charles 5,0
MedicalSpecialty,Who are the associated musical artist of Carolyn Dennis,0
Place,Where did the conflict take place in which Henri Putz fought,1
ChemicalSubstance,What is the name of Tom Hanks Spouse,0
Agent,What is FedorEmelianenkos member of sports team and the sport,1
City,Grey gppse and eristoff is produced by which company,1
HockeyTeam,What arew the administrative territorial entity of Russia that contains the word tomsk in their name,1
TelevisionStation,Which actor portrayed Batman in the movie Batman,0
Lake,Which is twin town of Aarhus that has has boroughs is Nangang District Harbin ,0
Settlement,What is the country of origin and language of work of Catch22,1
EducationalInstitution,What is the next job holder in West Germany that is a member of an Asian Development Bank,1
Language,Who is the developer of the software which is produced by Claris ,1
WrittenWork,Which sea is surrounded by Rostock and Kaliningrad,1
TelevisionPersonality,Who is the  chemical compound for significant drug interaction of RSmethadone,0
PoliticalParty,Which has wards of stockholders of Kagawa Prefectural Road Route 18 ,0
Family,what are the product of game  platform of deflektor,0
Location,What are the fictional location which start with the letter s,1
Place,Which position occupied is incumbent of United Nations SecretaryGeneral ,1
Department,What is the name of the sister town of the location of birth of Troy Fraser ,0
Person,Who is the person whose alma mater is HarvardWestlake School,1
Place,What is the television show whose subsequent work is Crusade TV series and developed by  J Michael Straczynski,1
CelestialBody,Who active in of inventor of cosmic inflation ,0
SportsLeague,Where was SinoFrench War fought ,1
Village,What are some short story kind of Books,1
Agent,Who is Rodrigo Dutertes father,1
Species,What is main topic of history of Afghanistan which has governor is Mohammed Nadir Shah ,0
Settlement,What river originates in the Connecticut Lakes,1
Family,Where is the birth city of Guo Qiru located in the Peoples Republic of China,0
AnatomicalStructure,What is the river whose mouth locations are Arctic Ocean and Laptev Sea,0
Location,Who is a member of the citizens of EC Segar,1
Place,What is the operating system for PlayStation 3,1
OverseasDepartment,Name the partners of the models whose one of the partner is Thom Evans ,0
SportsTeam,What is the mascot of alma mater of John O Moseley,1
Agent,Which statesman is married to Dolley Madison,1
City,Which city amongst the one which belongs to Boundary Dam was the palce for Soccer Bowl 76 ,1
Organisation,WHERE IS THE HQ LOCATION OF IZZY ASPER PARTY MEMBER,1
Agent,Who replaced H H Asquith as Secretary of State for the Home Department,1
River,Which organizations were founded in 1930,0
HistoricalSettlement,Which asteroid with the shortest orbital period was discovered at the Nice Observatory,0
Agent,Where was David Scherman trained ,1
MusicalArtist,Rickenbacker is a musical instrument played by which artists,1
Location,Who is the namesake of the Rutherford model whose doctoral student is David Shoenberg,1
Agent,What platform did whistleblower Julian Assange use,1
Agent,What are some cities which have a Ferris wheel,1
Agent,na,1
Stadium,Name the river with source as Shannon Pot and its mouth is located in Limerick,1
BoardGame,For which team do Guido Guerrini and Massimo Liverani currently play for,0
Family,Who is renowned for Ae Fond Kiss and poem of Halloween ,0
PoliticalParty,What college down shares a border with Munich,0
Family,Name the capital of Barony of Caux ,0
State,What is the base currency of the Benelux and is also used as money in Kerguelen Islands,1
Person,Which Class IC flammable liquid has the highest standard molar entropy,1
TimePeriod,What is the job description of job posting 225088,0
Agent,Where was JFK assassinated,1
Location,What are the united states federal executive department which start with the letter d,1
Agent,Moon Jaein is the head of state of which sovereign state ,1
SkiResort,Which country has the highest quality of life according to the international center for settlement of investment disputes,0
PersonFunction,What twin city was the location of J??nos Kornais death,0
EthnicGroup,When did spouse of Faye Dunaway and start time,0
State,Who replaced Arthur Faddens held position as Prime Minister of Australia,1
Person,Where did Georges Wolinski and Judson Huss die,1
MilitaryUnit,What is the common military branch of the Thomas Darden and that of Edwin F Hunter,1
PopulatedPlace,What Howard Florey was awared by Laval University,1
ChemicalCompound,Where was the royal house of life partner of Stephen Tennant,1
PopulatedPlace,Who is with Mel Gibson and when does it start,1
ArchitecturalStructure,What landlocked country that is a member of the United Nations Educational Scientific and Cultural Organization has the lowest total fertility rate,1
PopulatedPlace,Who was born in Wem and starred in The Hitchhikers Guide to the Galaxy,1
Language,Which former Britishdominated country has the highest retirement age as found in the Jewish Encyclopedia of Brockhaus and Efron,1
Department,What are the Christian denomination which start with the letter u,0
Continent,Name an alcohol that contains the word ether in its name,1
SkiResort,Which are the primary destinations for Hachinohe,0
Place,What is the death location whose partner city is Jakarta of Samuel Butler,1
Award,Which fictional characters portrayer was edited by Roger Barton,1
State,Who is the discoverer of runes that has a girlfriend in Gunnloo,1
Location,List the people whose are in the board of an organization kickstarted in New York,1
Agent,Which member of originates of Saturday Night Live,1
BasketballPlayer,Which child of Julio Iglesias won the Latin Grammy Award for Best Male Pop Vocal Album,1
TopicalConcept,What is the capital of England it is in the administrative unit of Kingdom of Wessex,1
Location,Who are the director and director of photography of Fight Club,1
OfficeHolder,What are the children of Euphorion of Eleusis famous for,0
Crater,What position was held by George VI and when did he begin in that position,0
PoliticalParty,Which area is the Cremation of Role Model CSLewis,0
CelestialBody,Which operating system provider of LG Optimus Vu is also the employer of Manu Cornet ,0
Family,What Boston based business has the highest assets,0
PopulatedPlace,Which war cemetery has the least memorial based burials,1
Family,Which the Showrunner of the series of protest,0
OfficeHolder,List the major shrines of the saints whose one of the shrine is St Takla Haymanots Church ,0
Department,Who replaced Vittorio Emanuele Orlando as minister of Justice of the Kingdom of Italy,0
Location,Which is the populated place in the Netherlands which shares border with Rotterdam,1
Agent,The Tokugawa Shogunate was located in what country,1
Biomolecule,ATP reacts with which protein,0
Stream,which is portrayed by famous work of weng qingxi,1
Person,What republic was the Indian Independence movement a significant event for,1
Location,In what town is Taekyeung College,1
HistoricalSettlement,In which wars were people from the Saudi Arabian ministry of defense involved,0
Ship,Who is the Louis Pasteurs student,0
Family,Where did chancellor served by Rudolf Kirchschlger die,0
Person,Which key person of the Clinton Foundation is also the president of Edward J Perkins ,0
Agent,Who is in the voivodeship of of works at of Alan Watson ,1
Person,Name someone working in Vancouver,1
Agent,When did film for country of origin of Soviet Union,1
Architect,What is in the work of Eve whose language of website is Biblical Hebrew,0
PopulatedPlace,Where is the head office location of the International Chamber of Commerce that is next to lssylesMoulineaux,1
Family,List the Swedish newspaper headquarted in Stockholm  ,0
Museum,Which is the island nation for the country of pound sterling,0
Family,Who has military branches are Colonial troops and Continental Army,0
SkiResort,What business structure did Frank Gehry design,0
City,What Boston based business has the highest assets,1
SkiResort,Which is the metropolis that is twinned administrative body of Sofia,0
Animal,What character did James Pickens play in Beverly Hills 90210 ,1
MusicalArtist,Who was nominated for the Academy Award for Best Original Dramatic or Comedy Score for the film Casablanca,0
Type,Which branch of american military have both George Siebels jr and Leroy Collins served,0
Person,Which writer of the Snaman is also the writer of Neverwher ,1
MusicalArtist,Who was Pericles child,0
Agent,What is the capital of the Hamburg region,1
Family,Who wrote Trishira,0
Writer,Tell me a firstclass city that starts with the letter m and has the Seal of Milwaukee as its coat of arms,1
ArchitecturalStructure,Who built the computing platform MSDOS,1
Film,Which institution of the Alton Ochsner is also the alma mater of John Michael Seabright ,1
CelestialBody,Give the name of galaxy with less apparent magnitude and was discovered by William Herschel,0
Church,In the German Democratic Republic who is the head of state,1
Agent,Nigel Farage was employed by whom and until when,1
City,What is the city in Ukraine hat has replaced Khadjibey and that starts with letter O ,0
Biomolecule,Name the capital of Barony of Caux ,0
City,Where was Christian liturgy founded,1
ChemicalCompound,What is the nationality of the golf player who won the  2002 Players Championship ,1
Family,What did COWSELs role model develop,0
PopulatedPlace,For what work Geena Davis was awarded Academy Award for Best Supporting Actress,1
Profession,What did Ella Tiene Fuego play before it took that name,1
Organisation,which mosque starts with s,1
Event,Which is the Bside for We Are the Champions,1
Ship,What time in human history is classical antiquity,0
Company,who culture of state of australian secret intelligence services ,1
CelestialBody,Which associat of Martin Pugh is also married to Alana Stewert ,0
PoliticalParty,Who discovered the boron,0
Agent,Who discovered Europa and Callisto,1
Location,Through which label did Mel Brooks produce his movie,0
Person,Which is connected with the Iberian Peninsula,1
WrittenWork,What is the nationality of Aishath Saffa ,1
City,Name the building by the engineer Arup with the least amount of elevators,1
Department,Name the secular state with lowest exports whose permanent duplicated item is ERROR1,0
Family,What is the taxon parent of Demospongiae that has the science of study called spongiology,0
Website,What is the longest river in China,0
PersonFunction,What is the craft of Patrick Henry whose field of this craft is law,0
BodyOfWater,What city birthplace of Jonah Peretti has divided into the Commonwealth of the Philippines,1
Award,What are the settlements whose neighboring municipalities is Lancy,1
SportsTeam,What is the baseball team whose club manager is Chip Hale,1
TopicalConcept,The Magic Flute is music composed by which artist who has a mother named Anna Maria Mozart,0
Location,What is the television show whose executive producer is Steven Peterman,1
Family,What is the prequel of Ray Stantz titled,0
Department,who are all the people who have managed the Englands under 20 soccer team,0
EthnicGroup,What sports cofounder is apart of EHT Anthony Co,0
Award,Which is founded by George Safford Parker,1
RecordLabel,tell me that aerospace manufacturer which contains the word zeebruges on its own name,0
NaturalPlace,By whom is the designer of the Burj Khalifa  employed,1
Place,Name the cover artist of the adventure of Tom sawyer ,1
State,Whichd officers final resting place is North Bend ohio and belongs to Indiana Territory branch ,1
Family,What team did Joe Porter and Eddie Anderson play for,0
Surfer,Which is the video game company that manufactured Atari 2600,0
Agent,Name the source of Raa ,1
Person,Who is the dominion of the British Empire for history of topic of history of Australia,1
Place,Who is the facility operating shareholder at Mongstad Power Station,1
Organisation,Which endemism of emu has diplomatic relations with Peru,1
Agent,What in the code for INS,1
River,What noble title is given to Louis II of Italy followed by Charles the Bald,0
PopulatedPlace,Which is the populated place in the Netherlands which shares border with Rotterdam,1
MountainRange,Name the console whose successor is PlayStation 4 and predecessor is PlayStation 2,0
Location,Which parties have their members live in the PM House Colombo,1
Person,Who is the software publisher of Super Smash Bros Melee whose division is Nintendo Platform Technology Development,1
Agent,Which human has the highest Erdos number,1
Agent,What is the subsidiary company working for Leonard Maltin,1
Election,For what reason Thomas Mitchell was nominated as Academy Award for best supporting actor,1
Settlement,What are some wars fought when Chung Il Kwon as the countrys prime minister,1
Family,What is the Annie Award for,0
Family,Which destination of the Novair International Airways is also the  predecessor of the Chevrolet Caprice,0
Holiday,Who are the associated musical artist of Carolyn Dennis,0
Agent,What programming language was developed by Dennis M Ritchie,1
Company,Name the largest city in the county where there is a CyFair High School,1
Place,When did Ingrid Bergman get married and who is their spouse,1
Department,Who received Steiger Award together with Wladimir Klitschko,0
Flag,Was Natalia Molchanova born in the Bashkir Autonomous Soviet Socialist Republic,0
Species,Isaac Fawkes also known as Isaach is known by what personal name,1
Country,What is tributary of next to lake of Odessa Oblast ,0
Person,Who replaced the position held by Bill Clinton as President of the United States,1
CelestialBody,What award did Joseph Lister 1st Baron of Lister win,0
Agent,List the music played in television episode which came after The Colonel The Americans ,1
SkiResort,Which road leads to Seville,0
Holiday,Tell me the tower that is depicted as Tower of Babel and contains the word babel in its name,0
PopulatedPlace,Where is the deathplace of Dmitri Shostakovich  It has several wards including the Perovo District,1
Agent,What is the area of the broadcast network which has the affiliation with 9TV,1
Location,Josef Bhler belongs to which political party,1
Website,Name the rivers whose source countrys capital is Lusaka,0
SkiResort,Who is the facility operating shareholder at Mongstad Power Station,0
Person,Where was James McClure born ,1
Stream,Where did Nikolay Gumilev and Anna Akhmatova marry and why did their marriage end,1
SkiResort,What is the college of Malik Ausean which is also the college of Kyle Fuller ,0
SkiResort,Which cover artist of the The Adventures of Tom Sawyer also the source of inspiration of The Appple Tree ,0
Family,What is the television show whose previous work is The Spirit of Christmas short film,0
Country,What was the influence for the Dutch Golden Age painting that has also represented work of The Seven Works of mercy,0
TopicalConcept,Who is the composer for Jerry Goldsmith,1
Mineral,Where was James McClure born ,0
Family,What award did Harry Martinson adn Eyvind Johnson receive together,0
HistoricalSettlement,Where is the origin of Filberts Old Time Root Beer ,0
Family,who member o of land of bicol region ,0
Disease,Who is the chairperson of Coptic Orthodox Church of Alexandria,1
Person,Of all the teams that Andrew Economos played for which one did Jerrel Jackson play his first game for,1
Place,Whichi  burial place of the Henri Duke of Rohan is also the birth place of Michel Frutschi ,1
Profession,What region is the branch of Harran University in,1
Architect,List the judges of Rising Star which is also the artist of Brad Paisley discography ,0
River,Which driver came first in the 1993 European Grand Prix ,1
Actor,Which are the countires where Pioneer Corporation has flourished,0
MeanOfTransportation,What is on the shore of the Atlantic coastal plain with the Barranco de Tahodio tributary,0
Organisation,Who produces the trains operated by the MTR,1
Organisation,In which country is the Baku puppet Theater located which is also the birth palce of Anar Salmanov ,1
Country,What is the venue of Indy PopCon ,1
Organisation,Whats the name of the Sun Yatsen museum,1
PoliticalParty,What is treated by isoflurane,0
Writer,Who appointed the governor under whom Richard Winn works,1
Currency,Which ships were called after Benjamin Franklin,0
PopulatedPlace,What has Ph??dre inspired,1
Architect,What is The Deans Answer to The Rebus know for,0
Family,Which maintainer of Cheasty Boulevard South is also the city of Soccer Bowl 76 ,0
PopulatedPlace,Who gave thefavorite player of doctoral supervisor of Elsa Boyer ,1
MeanOfTransportation,In which series do I find Minbari species characters,0
Location,Which state is the birth location of Ann Monroe Gilchrist Strong ,1
University,Who is the graduate of the sculptor of Red  Black,1
Person,Who is the subsidiary for Air France,1
City,What is the name of the river whose mouth country is Mozambique and source region is NorthWestern Province Zambia,1
EthnicGroup,What is the excipient with the lowest dynamic viscosity whose safety classification and labelling is NFPA 704 Standard System for the Identification of the Hazards of Materials for Emergency Response ,1
Person,Which is the tributary for Tennesse River,1
GovernmentAgency,Which wars were fought by the commander whose deputy was Robert T Herres,1
Agent,What artist of Charing Cross Bridge influenced Dorothea Sharp in her career,1
Department,Producers of what have died in Mississippi,0
Website,Who all have been a president of educational institutes in Paud,0
Website,What agency maintains Metro Manila,0
SkiResort,What is the country and the World Heritage criteria of TajMahal ,0
Award,What is the place of the Geography Club play which is also the  official residence of the Scott Berkun,1
Person,Which peak was first scaled by Krzysztof Wielicki,1
Agent,What is the real person website account of Youtube,1
SoccerPlayer,The successor of Ulrich II Count of East Frisia was born in what place,1
Family,Which star is part of the constellation WASP13b,0
Location,Who is the Pole driver of 1997 Canadian Grand Prix ,1
Infrastructure,Name the origin of Henry Cluney ,1
CelestialBody,Name a kind of detached home that starts with letter V,0
Organisation,Which rural cities have movable object location from Crimean War,1
NaturalPlace,Which is the country that is indigenous of the American English,1
Family,Which is bordered by the principle office of The Daily Manila Shimbun,0
Person,What comes from punk rock that has twin city in Tokyo,1
Person,What are Dick Van Dykes top honors,1
Cemetery,WHO IS THE BROTHER OF URSULECATHERINEFRANCOISE SIEYES WIVES,1
OfficeHolder,Tell me town whose name has the word sturovo in it,0
Name,What is Wales the capital of,0
Agent,Which film starring succeeds to In the Mood for Love ,1
SkiResort,What is the local authority of Liverpool Institute High School for Boys ,0
RecordLabel,For which team does Ramiro Pea play ,0
Department,What is allegiance of Mughal Empire ,0
Street,What is the terminus of the Menai Bridge,0
Country,Who replaced Malcolm Turnbull as the Leader of the Opposition of Australia,1
Location,What is the place of death of the lieutenant of Frank Steunenberg,1
Writer,Who was the president under which people won the United States House of Representatives elections in 1790 ,1
Actor,What is the name of the skyscraper that has an architectural style of neofuturism and that starts with the letter t,0
Award,Which homo sapien is a lectotype,0
Surfer,Who are the managers of clubs participating in the 20142015 Football League Championship,0
